,name,github_id,pypi_id,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,commit_count,github_release_downloads,trending
13,dynaconf,rochacbruno/dynaconf,dynaconf,config,https://github.com/rochacbruno/dynaconf,https://github.com/rochacbruno/dynaconf,MIT,2015-08-14 21:25:22,2021-07-27 09:05:44,2021-07-26 00:01:12,176,73,216,1833,2021-03-08 18:36:39,3.1.4,52.0,Configuration Management for Python.,1413.0,1413.0,65,https://pypi.org/project/dynaconf,338423,338423,29,True,2,537.0,,
14,parse,r1chardj0n3s/parse,parse,misc,https://github.com/r1chardj0n3s/parse,https://github.com/r1chardj0n3s/parse,MIT,2011-11-17 05:31:01,2021-06-04 05:53:29,2021-06-04 05:53:29,83,16,64,1286,2021-01-14 01:37:12,1.19.0,2.0,Parse strings using a specification based on the Python format() syntax.,8598.0,8598.0,30,https://pypi.org/project/parse,2246838,2246838,29,True,1,225.0,,
15,pytz,stub42/pytz,pytz,datetime,https://github.com/stub42/pytz,https://github.com/stub42/pytz,MIT,2016-07-12 12:22:30,2021-03-22 08:46:40,2021-03-22 08:36:34,54,16,22,172,,,,pytz Python historical timezone library and database.,804679.0,804679.0,16,https://pypi.org/project/pytz,70057399,70057399,29,True,3,589.0,,-2.0
16,boltons.cacheutils,mahmoud/boltons,boltons,caching,https://github.com/mahmoud/boltons,https://boltons.readthedocs.io/en/latest/cacheutils.html,,2013-02-20 06:17:12,2021-05-19 17:03:44,2021-05-19 17:03:44,300,32,90,5504,2020-01-08 23:38:01,20.0.0,18.0,`boltons.cacheutils` contains consistent implementations of fundamental cache types.,1594.0,1594.0,72,https://pypi.org/project/boltons,1048588,1048588,28,True,2,1497.0,21.0,-3.0
17,boltons,mahmoud/boltons,boltons,misc,https://github.com/mahmoud/boltons,https://github.com/mahmoud/boltons,,2013-02-20 06:17:12,2021-05-19 17:03:44,2021-05-19 17:03:44,300,32,90,5504,2020-01-08 23:38:01,20.0.0,18.0,"Like builtins, but boltons. 250+ constructs, recipes, and snippets which extend (and rely on nothing but) the Python..",1594.0,1594.0,72,https://pypi.org/project/boltons,1048588,1048588,28,True,2,1497.0,21.0,-3.0
18,python-decouple,henriquebastos/python-decouple,python-decouple,config,https://github.com/henriquebastos/python-decouple,https://github.com/henriquebastos/python-decouple,MIT,2014-02-25 04:16:08,2021-06-08 02:54:52,2021-06-05 16:32:27,140,7,56,1811,2021-01-05 14:38:53,3.4,1.0,Strict separation of config from code.,42872.0,42872.0,24,https://pypi.org/project/python-decouple,463732,463732,28,True,3,157.0,,
19,cloudpickle,cloudpipe/cloudpickle,cloudpickle,misc,https://github.com/cloudpipe/cloudpickle,https://github.com/cloudpipe/cloudpickle,,2015-04-13 16:33:00,2021-07-22 22:12:26,2021-07-01 09:32:11,111,54,135,982,2018-05-14 16:52:50,0.4.4,9.0,Extended pickling support for Python objects.,39378.0,39378.0,46,https://pypi.org/project/cloudpickle,16074515,16074515,28,True,2,388.0,19.0,-1.0
20,deepdiff,seperman/deepdiff,deepdiff,misc,https://github.com/seperman/deepdiff,https://github.com/seperman/deepdiff,,2014-09-26 03:21:47,2021-07-12 20:20:23,2021-04-30 18:45:01,143,28,125,1094,2021-04-29 06:44:17,5.5.0,15.0,Deep Difference and search of any Python object/data.,2189.0,2189.0,54,https://pypi.org/project/deepdiff,3059035,3059035,26,True,3,817.0,,-3.0
21,pendulum,sdispater/pendulum,pendulum,datetime,https://github.com/sdispater/pendulum,https://github.com/sdispater/pendulum,MIT,2016-06-27 23:37:53,2021-07-26 17:52:27,2021-02-11 15:37:00,246,167,224,4480,2020-07-24 18:17:05,2.1.2,45.0,Python datetimes made easy.,,,66,https://pypi.org/project/pendulum,5075387,5075387,25,True,3,697.0,,-5.0
22,structlog,hynek/structlog,structlog,debug,https://github.com/hynek/structlog,https://github.com/hynek/structlog,,2013-08-13 15:55:58,2021-07-26 11:49:14,2021-07-26 11:48:07,140,29,156,1571,2021-02-18 16:17:00,21.1.0,2.0,Structured Logging for Python.,3453.0,3453.0,73,https://pypi.org/project/structlog,2127595,2127595,25,True,3,,,-3.0
23,environs,sloria/environs,environs,config,https://github.com/sloria/environs,https://github.com/sloria/environs,MIT,2016-04-25 05:34:37,2021-06-23 12:08:48,2021-05-12 16:15:09,45,4,60,708,,,,simplified environment variable parsing.,4634.0,4634.0,21,https://pypi.org/project/environs,403138,403138,25,True,3,328.0,,-3.0
24,json-logging-python,bobbui/json-logging-python,json-logging,debug,https://github.com/bobbui/json-logging-python,https://github.com/bobbui/json-logging-python,Apache-2.0,2017-12-18 15:27:46,2021-07-24 07:24:25,2021-07-24 07:24:25,42,3,48,179,2021-07-09 04:46:14,1.4.1rc0,29.0,Cloud-native distributed Python logging library to emit JSON log that can be easily indexed by logging infrastructure.,180.0,180.0,21,https://pypi.org/project/json-logging,1008423,1008423,25,True,3,152.0,,2.0
25,typer,tiangolo/typer,typer,cli,https://github.com/tiangolo/typer,https://github.com/tiangolo/typer,MIT,2019-12-24 12:24:11,2021-07-22 20:14:35,2020-08-16 14:52:47,210,108,87,5769,2020-08-16 14:56:41,0.3.2,17.0,"Typer, build great CLIs. Easy to code. Based on Python type hints.",,,8,https://pypi.org/project/typer,2121965,2121965,23,True,3,257.0,,
26,hydra,facebookresearch/hydra,hydra,config,https://github.com/facebookresearch/hydra,https://github.com/facebookresearch/hydra,MIT,2019-06-12 19:33:15,2021-07-28 19:42:38,2021-07-22 01:05:43,343,62,759,4605,2021-07-15 17:21:18,1.0.7,16.0,Hydra is a framework for elegantly configuring complex applications.,,,76,https://pypi.org/project/hydra,4644,4644,23,True,3,1536.0,,-2.0
27,wrapt,GrahamDumpleton/wrapt,wrapt,misc,https://github.com/GrahamDumpleton/wrapt,https://github.com/GrahamDumpleton/wrapt,BSD-2-Clause,2013-05-29 10:22:45,2021-06-18 12:07:01,2021-06-18 12:07:01,191,51,78,1515,,,,"A Python module for decorators, wrappers and monkey patching.",,,19,https://pypi.org/project/wrapt,32751712,32751712,23,True,3,501.0,,-9.0
28,dill,uqfoundation/dill,dill,misc,https://github.com/uqfoundation/dill,https://github.com/uqfoundation/dill,,2013-06-28 16:42:27,2021-07-18 09:38:38,2021-07-13 12:04:19,121,132,214,1449,2021-06-13 17:15:27,dill-0.3.4,20.0,serialize all of python.,,,30,https://pypi.org/project/dill,8587372,8589935,22,True,3,845.0,238435.0,-8.0
29,cachetools,tkem/cachetools,cachetools,caching,https://github.com/tkem/cachetools,https://github.com/tkem/cachetools,MIT,2014-03-22 10:15:14,2021-07-02 00:40:42,2021-04-27 21:11:46,106,11,172,1021,,,,Extensible memoizing collections and decorators.,,,5,https://pypi.org/project/cachetools,41464098,41464098,21,True,3,212.0,,-9.0
30,better-exceptions,Qix-/better-exceptions,better-exceptions,debug,https://github.com/Qix-/better-exceptions,https://github.com/Qix-/better-exceptions,MIT,2017-03-12 11:23:04,2021-01-29 16:48:32,2021-01-29 16:48:11,185,22,41,3991,2018-01-16 16:25:41,0.2.1,2.0,"Pretty and useful exceptions in Python, automatically.",,,14,https://pypi.org/project/better-exceptions,28174,28174,19,True,3,97.0,,-3.0
31,fuzzyfinder,amjith/fuzzyfinder,fuzzyfinder,cli,https://github.com/amjith/fuzzyfinder,https://github.com/amjith/fuzzyfinder,BSD-3-Clause,2015-06-15 08:17:11,2018-08-27 04:03:27,2018-08-27 04:03:27,28,4,6,357,,,,Fuzzy Finder implemented in Python.,127.0,127.0,4,https://pypi.org/project/fuzzyfinder,22935,22935,18,False,3,44.0,,-2.0
32,klepto,uqfoundation/klepto,klepto,caching,https://github.com/uqfoundation/klepto,https://github.com/uqfoundation/klepto,,2013-08-14 22:04:27,2021-06-17 14:06:58,2021-06-17 14:06:45,23,48,43,194,2021-06-13 19:32:12,klepto-0.2.1,14.0,"persistent caching to memory, disk, or database.",,,2,https://pypi.org/project/klepto,104380,104384,17,True,3,376.0,401.0,-4.0
