,name,github_id,pypi_id,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,commit_count,github_release_downloads,trending
12,dynaconf,rochacbruno/dynaconf,dynaconf,config,https://github.com/rochacbruno/dynaconf,https://github.com/rochacbruno/dynaconf,MIT,2015-08-14 21:25:22,2021-10-14 14:22:13,2021-10-14 14:22:12,185,80,233,1969,2021-09-09 20:04:05,3.1.7,55.0,Configuration Management for Python.,1735.0,1735.0,74,https://pypi.org/project/dynaconf,494390,494390,30,True,2,568.0,,1.0
13,python-decouple,henriquebastos/python-decouple,python-decouple,config,https://github.com/henriquebastos/python-decouple,https://github.com/henriquebastos/python-decouple,MIT,2014-02-25 04:16:08,2021-09-30 20:49:23,2021-09-30 20:45:28,144,5,65,1909,2021-09-30 20:51:47,3.5,2.0,Strict separation of config from code.,48451.0,48451.0,27,https://pypi.org/project/python-decouple,642905,642905,30,True,2,166.0,2.0,1.0
14,cloudpickle,cloudpipe/cloudpickle,cloudpickle,misc,https://github.com/cloudpipe/cloudpickle,https://github.com/cloudpipe/cloudpickle,,2015-04-13 16:33:00,2021-10-12 20:20:59,2021-10-11 13:45:58,113,58,141,1035,2021-09-14 07:30:48,2.0.0,10.0,Extended pickling support for Python objects.,42283.0,42283.0,48,https://pypi.org/project/cloudpickle,26897662,26897662,30,True,1,399.0,19.0,1.0
15,pytz,stub42/pytz,pytz,datetime,https://github.com/stub42/pytz,https://github.com/stub42/pytz,MIT,2016-07-12 12:22:30,2021-10-11 22:13:12,2021-10-11 21:44:41,55,15,23,182,,,,pytz Python historical timezone library and database.,875621.0,875621.0,16,https://pypi.org/project/pytz,73934651,73934651,30,True,3,603.0,,-1.0
16,boltons.cacheutils,mahmoud/boltons,boltons,caching,https://github.com/mahmoud/boltons,https://boltons.readthedocs.io/en/latest/cacheutils.html,,2013-02-20 06:17:12,2021-10-11 06:26:38,2021-10-11 06:26:24,306,35,91,5616,2020-01-08 23:38:01,20.0.0,18.0,`boltons.cacheutils` contains consistent implementations of fundamental cache types.,1743.0,1743.0,72,https://pypi.org/project/boltons,1092782,1092782,28,True,2,1498.0,23.0,-2.0
17,boltons,mahmoud/boltons,boltons,misc,https://github.com/mahmoud/boltons,https://github.com/mahmoud/boltons,,2013-02-20 06:17:12,2021-10-11 06:26:38,2021-10-11 06:26:24,306,35,91,5616,2020-01-08 23:38:01,20.0.0,18.0,"Like builtins, but boltons. 250+ constructs, recipes, and snippets which extend (and rely on nothing but) the Python..",1743.0,1743.0,72,https://pypi.org/project/boltons,1092782,1092782,28,True,2,1498.0,23.0,-2.0
18,parse,r1chardj0n3s/parse,parse,misc,https://github.com/r1chardj0n3s/parse,https://github.com/r1chardj0n3s/parse,MIT,2011-11-17 05:31:01,2021-06-04 05:53:29,2021-06-04 05:53:29,85,17,64,1323,2021-01-14 01:37:12,1.19.0,2.0,Parse strings using a specification based on the Python format() syntax.,9324.0,9324.0,30,https://pypi.org/project/parse,2189750,2189750,28,True,2,225.0,,-1.0
19,deepdiff,seperman/deepdiff,deepdiff,misc,https://github.com/seperman/deepdiff,https://github.com/seperman/deepdiff,,2014-09-26 03:21:47,2021-10-13 18:45:37,2021-10-13 18:45:28,145,25,136,1134,2021-10-13 06:47:24,5.6.0,16.0,Deep Difference and search of any Python object/data.,2410.0,2410.0,57,https://pypi.org/project/deepdiff,3078757,3078757,27,True,3,844.0,,-2.0
20,python-prompt-toolkit,prompt-toolkit/python-prompt-toolkit,prompt-toolkit,cli,https://github.com/prompt-toolkit/python-prompt-toolkit,https://github.com/prompt-toolkit/python-prompt-toolkit,BSD-3-Clause,2014-01-25 22:12:08,2021-10-13 14:53:17,2021-10-13 14:53:13,562,412,497,7334,,,,Library for building powerful interactive command line applications in Python.,,,193,https://pypi.org/project/prompt-toolkit,24243125,24243125,26,True,3,2569.0,,-6.0
21,environs,sloria/environs,environs,config,https://github.com/sloria/environs,https://github.com/sloria/environs,MIT,2016-04-25 05:34:37,2021-10-12 12:10:49,2021-10-04 01:13:52,49,6,62,749,,,,simplified environment variable parsing.,5762.0,5762.0,22,https://pypi.org/project/environs,471324,471324,26,True,3,333.0,,-3.0
22,pendulum,sdispater/pendulum,pendulum,datetime,https://github.com/sdispater/pendulum,https://github.com/sdispater/pendulum,MIT,2016-06-27 23:37:53,2021-09-26 21:56:30,2021-02-11 15:37:00,250,169,225,4563,2020-07-24 18:17:05,2.1.2,45.0,Python datetimes made easy.,,,67,https://pypi.org/project/pendulum,5334414,5334414,25,True,3,697.0,,-5.0
23,structlog,hynek/structlog,structlog,debug,https://github.com/hynek/structlog,https://github.com/hynek/structlog,,2013-08-13 15:55:58,2021-10-14 11:01:56,2021-10-14 11:01:56,142,29,164,1680,2021-10-12 13:33:16,21.2.0,3.0,Structured Logging for Python.,3711.0,3711.0,76,https://pypi.org/project/structlog,2380681,2380681,25,True,3,,,-2.0
24,json-logging-python,bobbui/json-logging-python,json-logging,debug,https://github.com/bobbui/json-logging-python,https://github.com/bobbui/json-logging-python,Apache-2.0,2017-12-18 15:27:46,2021-07-24 07:24:25,2021-07-24 07:24:25,44,4,51,187,2021-07-09 04:46:14,1.4.1rc0,29.0,Cloud-native distributed Python logging library to emit JSON log that can be easily indexed by logging infrastructure.,202.0,202.0,21,https://pypi.org/project/json-logging,1034052,1034052,25,True,3,152.0,,-1.0
25,typer,tiangolo/typer,typer,cli,https://github.com/tiangolo/typer,https://github.com/tiangolo/typer,MIT,2019-12-24 12:24:11,2021-10-08 12:38:49,2021-08-30 09:02:44,239,114,93,6413,2021-08-30 08:58:19,0.4.0,18.0,"Typer, build great CLIs. Easy to code. Based on Python type hints.",,,9,https://pypi.org/project/typer,2853735,2853735,24,True,3,277.0,,1.0
26,wrapt,GrahamDumpleton/wrapt,wrapt,misc,https://github.com/GrahamDumpleton/wrapt,https://github.com/GrahamDumpleton/wrapt,BSD-2-Clause,2013-05-29 10:22:45,2021-10-13 03:21:36,2021-10-13 02:46:57,196,25,109,1552,,,,"A Python module for decorators, wrappers and monkey patching.",,,21,https://pypi.org/project/wrapt,35180090,35180090,24,True,3,609.0,,-9.0
27,dill,uqfoundation/dill,dill,misc,https://github.com/uqfoundation/dill,https://github.com/uqfoundation/dill,,2013-06-28 16:42:27,2021-10-12 18:20:20,2021-10-12 18:20:14,127,136,216,1494,2021-06-13 17:15:27,dill-0.3.4,20.0,serialize all of python.,,,31,https://pypi.org/project/dill,10842177,10844724,22,True,3,850.0,244587.0,-8.0
28,hydra,facebookresearch/hydra,hydra,config,https://github.com/facebookresearch/hydra,https://github.com/facebookresearch/hydra,MIT,2019-06-12 19:33:15,2021-10-14 00:13:20,2021-10-09 01:32:19,361,82,814,4951,2021-08-19 20:51:08,1.1.1,17.0,Hydra is a framework for elegantly configuring complex applications.,3.0,3.0,81,https://pypi.org/project/hydra,4720,4720,21,True,3,,,-3.0
29,cachetools,tkem/cachetools,cachetools,caching,https://github.com/tkem/cachetools,https://github.com/tkem/cachetools,MIT,2014-03-22 10:15:14,2021-10-14 13:52:55,2021-10-11 17:57:41,115,12,181,1093,,,,Extensible memoizing collections and decorators.,,,7,https://pypi.org/project/cachetools,46352772,46352772,21,True,3,225.0,,-9.0
30,better-exceptions,Qix-/better-exceptions,better-exceptions,debug,https://github.com/Qix-/better-exceptions,https://github.com/Qix-/better-exceptions,MIT,2017-03-12 11:23:04,2021-08-24 16:15:42,2021-08-24 16:15:42,185,23,41,4041,2018-01-16 16:25:41,0.2.1,2.0,"Pretty and useful exceptions in Python, automatically.",,,15,https://pypi.org/project/better-exceptions,27233,27233,20,True,3,98.0,,-2.0
31,fuzzyfinder,amjith/fuzzyfinder,fuzzyfinder,cli,https://github.com/amjith/fuzzyfinder,https://github.com/amjith/fuzzyfinder,BSD-3-Clause,2015-06-15 08:17:11,2018-08-27 04:03:27,2018-08-27 04:03:27,27,4,6,356,,,,Fuzzy Finder implemented in Python.,133.0,133.0,4,https://pypi.org/project/fuzzyfinder,30993,30993,18,False,3,44.0,,-2.0
32,klepto,uqfoundation/klepto,klepto,caching,https://github.com/uqfoundation/klepto,https://github.com/uqfoundation/klepto,,2013-08-14 22:04:27,2021-10-12 18:20:39,2021-10-12 18:20:33,23,49,43,197,2021-06-13 19:32:12,klepto-0.2.1,14.0,"persistent caching to memory, disk, or database.",,,2,https://pypi.org/project/klepto,64403,64408,17,True,3,380.0,453.0,-4.0
