,name,github_id,pypi_id,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,commit_count,github_release_downloads,trending
10,loguru,Delgan/loguru,loguru,debug,https://github.com/Delgan/loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32,2021-10-18 20:13:10,2021-09-09 07:14:10,456,79,402,10267,2020-09-20 07:56:32,0.5.3,17.0,Python logging made (stupidly) simple.,11841.0,11841.0,30,https://pypi.org/project/loguru,2082152,2082152,31,True,3,562.0,,
11,python-fire,google/python-fire,fire,cli,https://github.com/google/python-fire,https://github.com/google/python-fire,,2017-02-21 21:35:07,2021-09-30 17:11:13,2021-06-17 18:03:13,1176,97,142,20414,2021-01-22 18:12:10,0.4.0,8.0,Python Fire is a library for automatically generating command line interfaces (CLIs) from absolutely any Python object.,9698.0,9698.0,46,https://pypi.org/project/fire,1663420,1663420,30,True,3,259.0,,-2.0
12,dynaconf,rochacbruno/dynaconf,dynaconf,config,https://github.com/rochacbruno/dynaconf,https://github.com/rochacbruno/dynaconf,MIT,2015-08-14 21:25:22,2021-11-18 16:01:10,2021-11-18 15:59:43,190,84,235,2023,2021-09-09 20:04:05,3.1.7,55.0,Configuration Management for Python.,1902.0,1902.0,75,https://pypi.org/project/dynaconf,519178,519178,30,True,2,572.0,,1.0
13,python-decouple,henriquebastos/python-decouple,python-decouple,config,https://github.com/henriquebastos/python-decouple,https://github.com/henriquebastos/python-decouple,MIT,2014-02-25 04:16:08,2021-09-30 20:49:23,2021-09-30 20:45:28,141,5,65,1946,2021-09-30 20:51:47,3.5,2.0,Strict separation of config from code.,51277.0,51277.0,27,https://pypi.org/project/python-decouple,637631,637631,30,True,2,166.0,3.0,1.0
14,pytz,stub42/pytz,pytz,datetime,https://github.com/stub42/pytz,https://github.com/stub42/pytz,MIT,2016-07-12 12:22:30,2021-10-11 22:13:12,2021-10-11 21:44:41,56,15,23,187,,,,pytz Python historical timezone library and database.,910069.0,910069.0,16,https://pypi.org/project/pytz,76061055,76061055,30,True,3,603.0,,-1.0
15,cloudpickle,cloudpipe/cloudpickle,cloudpickle,misc,https://github.com/cloudpipe/cloudpickle,https://github.com/cloudpipe/cloudpickle,,2015-04-13 16:33:00,2021-10-21 02:49:04,2021-10-11 13:45:58,118,63,141,1063,2021-09-14 07:30:48,2.0.0,10.0,Extended pickling support for Python objects.,43855.0,43855.0,48,https://pypi.org/project/cloudpickle,22989940,22989940,29,True,1,399.0,19.0,
16,boltons.cacheutils,mahmoud/boltons,boltons,caching,https://github.com/mahmoud/boltons,https://boltons.readthedocs.io/en/latest/cacheutils.html,,2013-02-20 06:17:12,2021-10-11 06:26:38,2021-10-11 06:26:24,306,37,91,5648,2020-01-08 23:38:01,20.0.0,18.0,`boltons.cacheutils` contains consistent implementations of fundamental cache types.,1818.0,1818.0,72,https://pypi.org/project/boltons,1218785,1218785,28,True,2,1498.0,23.0,-2.0
17,boltons,mahmoud/boltons,boltons,misc,https://github.com/mahmoud/boltons,https://github.com/mahmoud/boltons,,2013-02-20 06:17:12,2021-10-11 06:26:38,2021-10-11 06:26:24,306,37,91,5648,2020-01-08 23:38:01,20.0.0,18.0,"Like builtins, but boltons. 250+ constructs, recipes, and snippets which extend (and rely on nothing but) the Python..",1818.0,1818.0,72,https://pypi.org/project/boltons,1218785,1218785,28,True,2,1498.0,23.0,-2.0
18,parse,r1chardj0n3s/parse,parse,misc,https://github.com/r1chardj0n3s/parse,https://github.com/r1chardj0n3s/parse,MIT,2011-11-17 05:31:01,2021-06-04 05:53:29,2021-06-04 05:53:29,83,18,64,1335,2021-01-14 01:37:12,1.19.0,2.0,Parse strings using a specification based on the Python format() syntax.,9691.0,9691.0,30,https://pypi.org/project/parse,2179581,2179581,28,True,2,225.0,,-1.0
19,deepdiff,seperman/deepdiff,deepdiff,misc,https://github.com/seperman/deepdiff,https://github.com/seperman/deepdiff,,2014-09-26 03:21:47,2021-10-13 18:45:37,2021-10-13 18:45:28,147,29,136,1174,2021-10-13 06:47:24,5.6.0,16.0,Deep Difference and search of any Python object/data.,2527.0,2527.0,57,https://pypi.org/project/deepdiff,3026608,3026608,27,True,3,844.0,,-2.0
20,environs,sloria/environs,environs,config,https://github.com/sloria/environs,https://github.com/sloria/environs,MIT,2016-04-25 05:34:37,2021-11-15 04:07:31,2021-11-15 04:07:31,50,4,64,769,,,,simplified environment variable parsing.,6294.0,6294.0,23,https://pypi.org/project/environs,462835,462835,26,True,3,339.0,,-3.0
21,json-logging-python,bobbui/json-logging-python,json-logging,debug,https://github.com/bobbui/json-logging-python,https://github.com/bobbui/json-logging-python,Apache-2.0,2017-12-18 15:27:46,2021-11-17 00:44:50,2021-11-17 00:44:41,45,6,51,191,2021-07-09 04:46:14,1.4.1rc0,29.0,Cloud-native distributed Python logging library to emit JSON log that can be easily indexed by logging infrastructure.,214.0,214.0,22,https://pypi.org/project/json-logging,657797,657797,26,True,3,161.0,,
22,python-prompt-toolkit,prompt-toolkit/python-prompt-toolkit,prompt-toolkit,cli,https://github.com/prompt-toolkit/python-prompt-toolkit,https://github.com/prompt-toolkit/python-prompt-toolkit,BSD-3-Clause,2014-01-25 22:12:08,2021-11-13 01:45:38,2021-11-03 21:24:41,572,422,500,7390,,,,Library for building powerful interactive command line applications in Python.,,,194,https://pypi.org/project/prompt-toolkit,21700642,21700642,25,True,3,2572.0,,-7.0
23,typer,tiangolo/typer,typer,cli,https://github.com/tiangolo/typer,https://github.com/tiangolo/typer,MIT,2019-12-24 12:24:11,2021-11-09 12:23:12,2021-08-30 09:02:44,241,114,95,6592,2021-08-30 08:58:19,0.4.0,18.0,"Typer, build great CLIs. Easy to code. Based on Python type hints.",,,9,https://pypi.org/project/typer,4369479,4369479,25,True,3,277.0,,2.0
24,pendulum,sdispater/pendulum,pendulum,datetime,https://github.com/sdispater/pendulum,https://github.com/sdispater/pendulum,MIT,2016-06-27 23:37:53,2021-11-17 05:35:23,2021-10-19 19:25:33,254,173,227,4601,2020-07-24 18:17:05,2.1.2,45.0,Python datetimes made easy.,,,68,https://pypi.org/project/pendulum,6238620,6238620,25,True,3,706.0,,-5.0
25,wrapt,GrahamDumpleton/wrapt,wrapt,misc,https://github.com/GrahamDumpleton/wrapt,https://github.com/GrahamDumpleton/wrapt,BSD-2-Clause,2013-05-29 10:22:45,2021-11-15 17:54:39,2021-10-29 21:58:09,197,27,111,1570,,,,"A Python module for decorators, wrappers and monkey patching.",,,21,https://pypi.org/project/wrapt,39182808,39182808,24,True,3,621.0,,-9.0
26,dill,uqfoundation/dill,dill,misc,https://github.com/uqfoundation/dill,https://github.com/uqfoundation/dill,,2013-06-28 16:42:27,2021-10-29 20:32:35,2021-10-29 20:32:50,129,138,221,1521,2021-06-13 17:15:27,dill-0.3.4,20.0,serialize all of python.,,,31,https://pypi.org/project/dill,11772987,11775533,22,True,3,854.0,247037.0,-8.0
27,cachetools,tkem/cachetools,cachetools,caching,https://github.com/tkem/cachetools,https://github.com/tkem/cachetools,MIT,2014-03-22 10:15:14,2021-11-05 09:55:56,2021-10-11 17:57:41,117,15,181,1122,,,,Extensible memoizing collections and decorators.,,,7,https://pypi.org/project/cachetools,48039502,48039502,22,True,3,225.0,,-8.0
28,hydra,facebookresearch/hydra,hydra,config,https://github.com/facebookresearch/hydra,https://github.com/facebookresearch/hydra,MIT,2019-06-12 19:33:15,2021-11-18 18:12:12,2021-11-18 18:09:27,368,87,832,5086,2021-08-19 20:51:08,1.1.1,17.0,Hydra is a framework for elegantly configuring complex applications.,3.0,3.0,81,https://pypi.org/project/hydra,6262,6262,21,True,3,,,-3.0
29,better-exceptions,Qix-/better-exceptions,better-exceptions,debug,https://github.com/Qix-/better-exceptions,https://github.com/Qix-/better-exceptions,MIT,2017-03-12 11:23:04,2021-10-19 01:43:50,2021-10-19 01:43:50,186,24,41,4064,2018-01-16 16:25:41,0.2.1,2.0,"Pretty and useful exceptions in Python, automatically.",,,15,https://pypi.org/project/better-exceptions,27460,27460,20,True,3,99.0,,-2.0
30,structlog,hynek/structlog,structlog,debug,https://github.com/hynek/structlog,https://github.com/hynek/structlog,,2013-08-13 15:55:58,2021-11-18 15:19:42,2021-11-18 15:19:36,146,27,170,1784,2021-10-12 13:33:16,21.2.0,3.0,Structured Logging for Python.,,,79,https://pypi.org/project/structlog,2569394,2569394,20,True,3,,,-7.0
31,fuzzyfinder,amjith/fuzzyfinder,fuzzyfinder,cli,https://github.com/amjith/fuzzyfinder,https://github.com/amjith/fuzzyfinder,BSD-3-Clause,2015-06-15 08:17:11,2018-08-27 04:03:27,2018-08-27 04:03:27,27,4,6,356,,,,Fuzzy Finder implemented in Python.,134.0,134.0,4,https://pypi.org/project/fuzzyfinder,31896,31896,18,False,3,44.0,,-2.0
32,klepto,uqfoundation/klepto,klepto,caching,https://github.com/uqfoundation/klepto,https://github.com/uqfoundation/klepto,,2013-08-14 22:04:27,2021-11-04 17:41:13,2021-11-04 17:41:45,23,46,48,198,2021-06-13 19:32:12,klepto-0.2.1,14.0,"persistent caching to memory, disk, or database.",,,2,https://pypi.org/project/klepto,25908,25913,16,True,3,390.0,504.0,-5.0
