,name,github_id,pypi_id,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,commit_count,github_release_downloads,trending
0,click,pallets/click,click,cli,https://github.com/pallets/click,https://github.com/pallets/click,BSD-3-Clause,2014-04-24 09:52:19,2021-09-01 15:07:56,2021-09-01 15:07:55,1125,56,1160,11292,2021-05-19 21:02:51,8.0.1,7.0,Python composable command line interface toolkit.,594244.0,594244.0,308,https://pypi.org/project/click,88521761,88521761,37,True,1,,,
1,pygments,pygments/pygments,Pygments,cli,https://github.com/pygments/pygments,https://github.com/pygments/pygments,BSD-2-Clause,2019-08-31 15:46:03,2021-08-31 18:55:44,2021-08-23 13:46:47,303,302,1186,703,2021-08-15 10:57:14,2.10.0,18.0,Pygments is a generic syntax highlighter written in Python.,246576.0,246576.0,650,https://pypi.org/project/Pygments,29442132,29442132,36,True,2,5637.0,,
2,arrow,arrow-py/arrow,arrow,datetime,https://github.com/arrow-py/arrow,https://github.com/arrow-py/arrow,Apache-2.0,2012-11-18 20:23:27,2021-09-02 18:13:45,2021-09-02 18:04:43,577,58,374,7534,2021-06-24 15:05:35,1.1.1,40.0,Better dates & times for Python.,21583.0,21583.0,242,https://pypi.org/project/arrow,4315605,4315605,35,True,1,1315.0,,
3,dateutil,dateutil/dateutil,python-dateutil,datetime,https://github.com/dateutil/dateutil,https://github.com/dateutil/dateutil,,2014-11-19 18:56:16,2021-08-31 12:00:17,2021-08-09 15:45:41,373,220,364,1632,2021-07-14 08:18:11,2.8.2,18.0,Useful extensions to the standard Python datetime features.,550136.0,550136.0,125,https://pypi.org/project/python-dateutil,127851237,127851680,35,True,1,1549.0,34616.0,-1.0
4,rich,willmcgugan/rich,rich,cli,https://github.com/willmcgugan/rich,https://github.com/willmcgugan/rich,MIT,2019-11-10 15:28:09,2021-09-01 13:04:29,2021-09-01 07:01:49,849,4,503,28511,2021-08-29 14:57:02,10.9.0,100.0,Rich is a Python library for rich text and beautiful formatting in the terminal.,6443.0,6443.0,111,https://pypi.org/project/rich,2101932,2101932,33,True,2,2244.0,,
5,rich.logging,willmcgugan/rich,rich,debug,https://github.com/willmcgugan/rich,https://github.com/willmcgugan/rich,MIT,2019-11-10 15:28:09,2021-09-01 13:04:29,2021-09-01 07:01:49,849,4,503,28511,2021-08-29 14:57:02,10.9.0,100.0,Rich is a Python library for rich text and beautiful formatting in the terminal.,6443.0,6443.0,111,https://pypi.org/project/rich,2101932,2101932,33,True,1,2244.0,,
6,joblib.Memory,joblib/joblib,joblib,caching,https://github.com/joblib/joblib,https://joblib.readthedocs.io/en/latest/generated/joblib.Memory.html,BSD-3-Clause,2010-05-07 06:48:26,2021-08-24 15:23:38,2021-08-24 15:23:38,297,278,366,2537,,,,`joblib.Memory` defines a context object for caching a functions return value each time it is called with the same..,125606.0,125606.0,103,https://pypi.org/project/joblib,28310270,28310270,33,True,1,1376.0,,-2.0
7,python-dotenv,theskumar/python-dotenv,python-dotenv,config,https://github.com/theskumar/python-dotenv,https://github.com/theskumar/python-dotenv,,2014-09-06 05:35:17,2021-08-13 15:41:10,2021-07-25 18:46:47,265,14,169,4222,2021-07-24 16:06:08,0.19.0,5.0,Get and set values in your .env file in local and production servers.,142024.0,142024.0,71,https://pypi.org/project/python-dotenv,10499242,10499242,32,True,1,300.0,,-2.0
8,sentry,getsentry/sentry-python,sentry-sdk,debug,https://github.com/getsentry/sentry-python,https://github.com/getsentry/sentry-python,BSD-2-Clause,2018-06-18 22:51:10,2021-09-02 11:39:47,2021-09-01 21:34:19,218,157,383,1037,2021-07-27 14:52:59,1.3.1,100.0,The new Python SDK for Sentry.io.,13631.0,13631.0,100,https://pypi.org/project/sentry-sdk,9088620,9088749,32,True,2,1271.0,4517.0,
9,loguru,Delgan/loguru,loguru,debug,https://github.com/Delgan/loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32,2021-08-30 20:56:47,2021-07-17 10:49:37,432,55,388,9659,2020-09-20 07:56:32,0.5.3,17.0,Python logging made (stupidly) simple.,9681.0,9681.0,29,https://pypi.org/project/loguru,1515220,1515220,31,True,2,561.0,,
