,name,github_id,pypi_id,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,commit_count,github_release_downloads,trending
0,click,pallets/click,click,cli,https://github.com/pallets/click,https://github.com/pallets/click,BSD-3-Clause,2014-04-24 09:52:19,2021-10-28 12:09:24,2021-10-25 15:46:34,1146,57,1189,11532,2021-10-10 18:08:47,8.0.3,9.0,Python composable command line interface toolkit.,634728.0,634728.0,312,https://pypi.org/project/click,103698335,103698335,37,True,1,,,
1,dateutil,dateutil/dateutil,python-dateutil,datetime,https://github.com/dateutil/dateutil,https://github.com/dateutil/dateutil,,2014-11-19 18:56:16,2021-10-12 09:58:53,2021-10-12 09:58:53,378,219,367,1680,2021-07-14 08:18:11,2.8.2,18.0,Useful extensions to the standard Python datetime features.,582324.0,582324.0,126,https://pypi.org/project/python-dateutil,221634080,221634518,36,True,1,1552.0,34637.0,
2,pygments,pygments/pygments,Pygments,cli,https://github.com/pygments/pygments,https://github.com/pygments/pygments,BSD-2-Clause,2019-08-31 15:46:03,2021-10-28 07:18:31,2021-10-28 05:42:19,320,314,1195,757,2021-08-15 10:57:14,2.10.0,18.0,Pygments is a generic syntax highlighter written in Python.,260685.0,260685.0,656,https://pypi.org/project/Pygments,35316718,35316718,36,True,2,5659.0,,
3,arrow,arrow-py/arrow,arrow,datetime,https://github.com/arrow-py/arrow,https://github.com/arrow-py/arrow,Apache-2.0,2012-11-18 20:23:27,2021-10-28 05:29:39,2021-10-24 22:13:48,593,59,377,7632,2021-10-24 22:20:00,1.2.1,42.0,Better dates & times for Python.,22666.0,22666.0,247,https://pypi.org/project/arrow,5321805,5321805,35,True,2,1336.0,,
4,rich,willmcgugan/rich,rich,cli,https://github.com/willmcgugan/rich,https://github.com/willmcgugan/rich,MIT,2019-11-10 15:28:09,2021-10-28 13:18:28,2021-10-16 16:44:12,949,23,535,30531,2021-10-06 13:09:30,10.12.0,100.0,Rich is a Python library for rich text and beautiful formatting in the terminal.,7903.0,7903.0,127,https://pypi.org/project/rich,2394603,2394603,33,True,2,2350.0,,
5,rich.logging,willmcgugan/rich,rich,debug,https://github.com/willmcgugan/rich,https://github.com/willmcgugan/rich,MIT,2019-11-10 15:28:09,2021-10-28 13:18:28,2021-10-16 16:44:12,949,23,535,30531,2021-10-06 13:09:30,10.12.0,100.0,Rich is a Python library for rich text and beautiful formatting in the terminal.,7903.0,7903.0,127,https://pypi.org/project/rich,2394603,2394603,33,True,1,2350.0,,
6,joblib.Memory,joblib/joblib,joblib,caching,https://github.com/joblib/joblib,https://joblib.readthedocs.io/en/latest/generated/joblib.Memory.html,BSD-3-Clause,2010-05-07 06:48:26,2021-10-28 14:32:35,2021-10-28 14:32:32,301,283,374,2583,,,,`joblib.Memory` defines a context object for caching a functions return value each time it is called with the same..,137805.0,137805.0,106,https://pypi.org/project/joblib,33249215,33249215,33,True,1,1384.0,,-2.0
7,python-dotenv,theskumar/python-dotenv,python-dotenv,config,https://github.com/theskumar/python-dotenv,https://github.com/theskumar/python-dotenv,,2014-09-06 05:35:17,2021-10-23 09:43:25,2021-10-09 08:17:30,276,14,173,4404,2021-10-09 08:19:45,0.19.1,6.0,Get and set values in your .env file in local and production servers.,159808.0,159808.0,71,https://pypi.org/project/python-dotenv,13064399,13064399,32,True,1,302.0,,-2.0
8,sentry,getsentry/sentry-python,sentry-sdk,debug,https://github.com/getsentry/sentry-python,https://github.com/getsentry/sentry-python,BSD-2-Clause,2018-06-18 22:51:10,2021-10-28 11:14:06,2021-10-01 21:43:40,230,169,393,1065,2021-09-29 13:51:54,1.4.3,100.0,The new Python SDK for Sentry.io.,15122.0,15122.0,102,https://pypi.org/project/sentry-sdk,10928212,10928336,32,True,2,1301.0,4495.0,
9,loguru,Delgan/loguru,loguru,debug,https://github.com/Delgan/loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32,2021-10-18 20:13:10,2021-09-09 07:14:10,447,73,401,10088,2020-09-20 07:56:32,0.5.3,17.0,Python logging made (stupidly) simple.,11230.0,11230.0,30,https://pypi.org/project/loguru,1876241,1876241,31,True,2,562.0,,
10,python-json-logger,madzak/python-json-logger,python-json-logger,debug,https://github.com/madzak/python-json-logger,https://github.com/madzak/python-json-logger,BSD-2-Clause,2011-12-27 05:12:26,2021-07-27 23:18:51,2021-07-27 23:18:45,159,20,46,1095,2021-07-27 23:08:24,2.0.2,5.0,Json Formatter for the standard python logger.,18089.0,18089.0,46,https://pypi.org/project/python-json-logger,4190133,4190133,31,True,2,196.0,,-1.0
11,python-fire,google/python-fire,fire,cli,https://github.com/google/python-fire,https://github.com/google/python-fire,,2017-02-21 21:35:07,2021-09-30 17:11:13,2021-06-17 18:03:13,1171,94,142,20344,2021-01-22 18:12:10,0.4.0,8.0,Python Fire is a library for automatically generating command line interfaces (CLIs) from absolutely any Python object.,9454.0,9454.0,46,https://pypi.org/project/fire,1557068,1557068,30,True,3,259.0,,-2.0
12,dynaconf,rochacbruno/dynaconf,dynaconf,config,https://github.com/rochacbruno/dynaconf,https://github.com/rochacbruno/dynaconf,MIT,2015-08-14 21:25:22,2021-10-27 13:34:39,2021-10-26 09:03:22,189,83,234,2002,2021-09-09 20:04:05,3.1.7,55.0,Configuration Management for Python.,1812.0,1812.0,75,https://pypi.org/project/dynaconf,493730,493730,30,True,2,571.0,,1.0
13,python-decouple,henriquebastos/python-decouple,python-decouple,config,https://github.com/henriquebastos/python-decouple,https://github.com/henriquebastos/python-decouple,MIT,2014-02-25 04:16:08,2021-09-30 20:49:23,2021-09-30 20:45:28,144,5,65,1918,2021-09-30 20:51:47,3.5,2.0,Strict separation of config from code.,49553.0,49553.0,27,https://pypi.org/project/python-decouple,673156,673156,30,True,2,166.0,2.0,1.0
14,cloudpickle,cloudpipe/cloudpickle,cloudpickle,misc,https://github.com/cloudpipe/cloudpickle,https://github.com/cloudpipe/cloudpickle,,2015-04-13 16:33:00,2021-10-21 02:49:04,2021-10-11 13:45:58,115,61,141,1044,2021-09-14 07:30:48,2.0.0,10.0,Extended pickling support for Python objects.,42903.0,42903.0,48,https://pypi.org/project/cloudpickle,28392463,28392463,30,True,1,399.0,19.0,1.0
15,pytz,stub42/pytz,pytz,datetime,https://github.com/stub42/pytz,https://github.com/stub42/pytz,MIT,2016-07-12 12:22:30,2021-10-11 22:13:12,2021-10-11 21:44:41,55,15,23,183,,,,pytz Python historical timezone library and database.,889243.0,889243.0,16,https://pypi.org/project/pytz,77642676,77642676,30,True,3,603.0,,-1.0
16,boltons.cacheutils,mahmoud/boltons,boltons,caching,https://github.com/mahmoud/boltons,https://boltons.readthedocs.io/en/latest/cacheutils.html,,2013-02-20 06:17:12,2021-10-11 06:26:38,2021-10-11 06:26:24,306,37,91,5628,2020-01-08 23:38:01,20.0.0,18.0,`boltons.cacheutils` contains consistent implementations of fundamental cache types.,1776.0,1776.0,72,https://pypi.org/project/boltons,1137937,1137937,28,True,2,1498.0,23.0,-2.0
17,boltons,mahmoud/boltons,boltons,misc,https://github.com/mahmoud/boltons,https://github.com/mahmoud/boltons,,2013-02-20 06:17:12,2021-10-11 06:26:38,2021-10-11 06:26:24,306,37,91,5628,2020-01-08 23:38:01,20.0.0,18.0,"Like builtins, but boltons. 250+ constructs, recipes, and snippets which extend (and rely on nothing but) the Python..",1776.0,1776.0,72,https://pypi.org/project/boltons,1137937,1137937,28,True,2,1498.0,23.0,-2.0
18,parse,r1chardj0n3s/parse,parse,misc,https://github.com/r1chardj0n3s/parse,https://github.com/r1chardj0n3s/parse,MIT,2011-11-17 05:31:01,2021-06-04 05:53:29,2021-06-04 05:53:29,83,17,64,1328,2021-01-14 01:37:12,1.19.0,2.0,Parse strings using a specification based on the Python format() syntax.,9474.0,9474.0,30,https://pypi.org/project/parse,2241173,2241173,28,True,2,225.0,,-1.0
